-334.610	-335.047	-333.685	-333.304	-330.941	-334.377	-334.324	-331.089	-330.462	-331.708	-331.498	-331.991	-330.663	-332.196	-331.543	-331.432	-330.824	-330.684	-330.186	-330.536	-330.892	-329.990	-330.298	-329.388	-329.604	-329.239	-329.911	-328.634	-328.868	-329.283	-329.113	-328.025	-328.635	-328.248	-326.862	-327.191	-328.032	-325.404	-326.381	-325.957	-326.031	-326.457	-325.502	-324.654	-324.393	-325.334	-324.579	-324.679	-325.330	-324.150	-323.866	-323.500	-327.036	-323.134	-322.205	-321.738	-320.031	-321.205	-322.573	-321.922	-321.551	-321.911	-321.535	-320.909	-321.301	-320.074	-320.201	-320.239	-320.418	-319.288	-318.758	-317.001	-318.239	-318.601	-318.196	-317.716	-317.566	-317.665	-315.928	-316.508	-316.456	-315.735	-316.666	-315.405	-314.716	-314.702	-315.903	-314.064	-314.445	-313.721	-313.083	-313.183	-313.263	-313.051	-313.642	-312.716	-314.091	-313.213	-312.137	-312.075	-311.847	-311.266	-311.028	-311.598	-310.398	-311.443	-312.815	-310.644	-308.322	-309.457	-309.322	-309.650	-309.146	-309.214	-308.487	-309.442	-307.436	-307.088	-305.601	-307.420	-308.356	-309.786	-310.047	-307.381	-306.980	-306.777	-306.396	-305.930	-306.107	-307.923	-305.854	-305.668	-305.109	-304.916	-305.987	-305.590	-304.632	-304.542	-304.767	-304.709	-305.106	-304.180	-303.642	-303.593	-303.691	-303.928	-303.113	-303.024	-303.505	-303.499	-302.855	-302.498	-302.261	-303.438	-303.061	-301.986	-302.133	-301.909	-302.013	-301.860	-302.075	-302.130	-301.473	-301.658	-300.291	-299.217	-299.959	-299.989	-299.979	-301.317	-300.329	-299.781	-299.446	-299.277	-299.508	-298.353	-298.051	-297.731	-298.073	-299.253	-298.287	-297.847	-298.318	-297.348	-297.095	-296.241	-296.280	-294.955	-296.148	-295.940	-295.738	-295.834	-295.080	-295.334	-294.721	-295.188	-295.164	-294.131	-293.977	-293.466	-293.311	-293.030	-292.391	-290.833	-292.549	-293.028	-293.282	-293.516	-292.914	-291.567	-291.112	-291.421	-290.779	-290.607	-291.525	-290.414	-289.284	-289.808	-289.537	-290.198	-290.382	-289.915	-289.765	-288.617	-288.796	-288.804	-288.524	-287.863	-288.082	-288.524	-287.892	-288.202	-287.808	-287.340	-287.237	-286.733	-286.843	-285.533	-287.028	-287.524	-287.244	-286.570	-286.272	-286.247	-285.975	-285.187	-284.484	-286.341	-285.803	-284.860	-285.041	-285.053	-283.655	-284.740	-285.822	-285.342	-284.517	-283.597	-284.460	-284.047	-284.305	-283.892	-282.927	-283.304	-285.481	-284.210	-283.282	-284.563	-284.131	-283.265
-335.959	-335.808	-334.359	-334.145	-335.377	-333.948	-334.512	-334.236	-333.596	-334.370	-333.524	-332.825	-331.853	-332.337	-333.281	-333.479	-332.040	-332.143	-331.553	-331.733	-331.600	-330.899	-330.807	-329.176	-329.174	-329.619	-330.316	-328.789	-328.914	-329.328	-331.404	-327.503	-328.910	-328.219	-328.473	-327.983	-327.876	-327.688	-328.875	-325.434	-326.885	-326.619	-327.772	-326.707	-325.111	-325.563	-324.716	-324.460	-324.345	-324.595	-326.534	-323.902	-323.289	-323.242	-322.695	-324.137	-324.287	-320.830	-324.734	-322.514	-321.855	-322.018	-321.299	-320.634	-321.484	-319.831	-320.977	-319.805	-320.341	-320.104	-319.136	-317.973	-319.292	-318.836	-317.937	-318.543	-318.325	-318.442	-316.940	-316.971	-316.306	-316.769	-316.653	-316.272	-314.515	-314.764	-315.105	-314.944	-314.200	-314.456	-313.734	-314.096	-314.308	-314.926	-313.453	-312.679	-312.980	-311.976	-312.980	-313.022	-312.405	-311.719	-311.089	-311.797	-310.446	-310.935	-311.867	-310.286	-310.633	-311.193	-310.828	-310.682	-309.961	-309.578	-309.193	-309.210	-309.652	-307.307	-308.056	-308.488	-309.274	-308.730	-308.126	-307.892	-307.092	-306.874	-306.924	-306.449	-306.809	-308.491	-305.352	-306.507	-306.069	-305.076	-306.099	-304.785	-304.490	-305.574	-305.856	-305.259	-304.487	-304.396	-303.657	-305.050	-304.730	-304.599	-303.543	-303.954	-303.503	-303.035	-303.425	-303.770	-302.586	-302.846	-303.120	-302.695	-302.551	-301.976	-302.129	-302.277	-302.412	-302.032	-300.582	-301.109	-301.759	-301.231	-301.204	-301.116	-300.161	-300.115	-299.975	-300.144	-299.778	-299.967	-299.587	-299.661	-299.065	-298.681	-299.442	-298.827	-298.024	-298.415	-298.919	-298.203	-298.725	-297.196	-297.210	-296.236	-296.503	-297.051	-296.737	-295.845	-295.936	-294.987	-295.859	-294.864	-294.872	-294.598	-293.920	-292.871	-293.985	-293.649	-293.348	-293.471	-292.812	-293.122	-293.455	-292.941	-292.172	-291.998	-292.432	-292.455	-290.637	-291.233	-290.410	-289.829	-289.763	-290.502	-290.911	-289.515	-290.686	-291.729	-290.294	-289.096	-290.050	-290.991	-288.040	-290.747	-288.730	-288.676	-288.821	-289.062	-289.234	-288.041	-289.850	-288.497	-288.771	-288.197	-286.841	-287.346	-287.447	-286.544	-285.951	-285.427	-286.741	-285.970	-285.097	-286.170	-285.359	-285.514	-285.518	-283.565	-285.241	-286.163	-285.797	-285.940	-285.252	-285.345	-284.558	-284.380	-284.344	-284.201	-283.904	-284.837	-284.979	-284.080	-285.347	-285.602	-284.565	-284.820
-336.795	-335.668	-335.258	-335.188	-335.558	-335.991	-334.473	-334.443	-336.542	-334.537	-333.089	-334.746	-333.253	-332.606	-333.138	-333.408	-332.224	-333.764	-332.684	-334.746	-333.964	-333.379	-329.303	-331.041	-330.705	-331.010	-330.689	-331.852	-330.025	-330.223	-331.402	-330.342	-329.379	-329.440	-329.335	-329.334	-327.646	-327.308	-329.827	-327.937	-327.100	-326.502	-326.660	-326.385	-325.785	-325.302	-326.163	-326.255	-325.309	-324.209	-324.615	-325.308	-324.184	-323.234	-324.034	-324.004	-324.388	-323.361	-323.455	-323.211	-322.981	-323.450	-322.431	-323.083	-320.609	-323.582	-322.213	-320.690	-320.126	-320.246	-320.774	-319.863	-320.494	-318.987	-318.022	-318.316	-318.843	-318.983	-318.246	-318.496	-317.560	-318.288	-319.212	-316.288	-316.478	-315.256	-314.993	-314.990	-314.717	-314.741	-315.129	-315.296	-315.968	-313.547	-313.647	-313.474	-314.391	-312.823	-313.756	-313.770	-313.640	-312.330	-312.291	-312.403	-311.751	-311.572	-311.961	-312.132	-311.172	-310.748	-310.763	-312.003	-310.697	-309.642	-310.970	-309.833	-310.071	-309.526	-309.408	-309.508	-308.864	-308.973	-308.571	-307.744	-307.081	-307.013	-306.634	-306.616	-307.548	-307.040	-306.801	-306.298	-306.347	-306.467	-307.926	-305.677	-303.964	-304.256	-305.703	-304.998	-304.905	-304.752	-305.536	-306.011	-305.576	-304.386	-303.820	-303.815	-304.171	-304.034	-303.905	-303.663	-303.508	-303.470	-303.403	-302.848	-302.381	-302.568	-302.319	-302.482	-302.250	-302.267	-302.413	-302.701	-301.996	-302.774	-301.721	-301.453	-300.720	-301.257	-300.829	-300.178	-301.041	-300.284	-300.120	-301.074	-299.662	-299.025	-299.491	-299.654	-299.494	-298.641	-298.720	-298.246	-297.395	-297.332	-298.065	-298.887	-297.536	-297.585	-297.197	-296.620	-295.790	-296.717	-295.937	-295.647	-295.062	-294.498	-295.497	-294.476	-295.411	-294.603	-294.097	-294.491	-294.594	-293.652	-292.432	-293.132	-292.741	-292.624	-292.898	-291.342	-291.620	-291.512	-291.284	-291.624	-291.610	-291.289	-291.069	-291.110	-293.355	-291.742	-290.742	-290.390	-290.637	-289.532	-290.299	-289.467	-289.378	-289.879	-288.788	-289.322	-289.833	-288.510	-288.728	-288.162	-287.977	-288.960	-287.351	-287.392	-286.115	-286.453	-287.168	-288.218	-286.593	-286.338	-285.853	-286.303	-285.844	-286.311	-286.078	-285.657	-285.774	-286.473	-286.601	-286.674	-285.656	-285.114	-284.773	-284.649	-285.017	-285.536	-284.458	-284.729	-285.292	-284.923	-283.679	-284.578	-285.192	-285.320
-336.468	-336.960	-336.563	-336.029	-335.471	-335.471	-334.287	-334.654	-334.856	-334.608	-335.522	-335.016	-334.798	-333.333	-332.182	-333.581	-333.122	-332.275	-333.325	-333.209	-334.747	-332.866	-332.208	-331.793	-331.638	-331.230	-331.389	-330.418	-331.437	-331.040	-331.145	-330.737	-330.167	-330.243	-330.661	-330.299	-329.182	-327.526	-328.660	-328.338	-327.723	-327.398	-327.726	-328.277	-327.215	-326.504	-325.889	-326.382	-326.770	-325.125	-325.008	-325.537	-324.827	-324.193	-323.792	-324.532	-325.498	-324.027	-322.773	-322.948	-322.744	-323.466	-322.648	-322.517	-321.764	-320.798	-322.859	-321.331	-321.285	-320.924	-320.596	-320.661	-318.495	-318.793	-320.124	-319.103	-319.422	-319.720	-318.983	-318.510	-319.088	-317.735	-321.174	-317.548	-317.553	-316.257	-316.703	-315.921	-316.321	-315.298	-317.144	-316.119	-316.738	-314.600	-315.106	-314.945	-313.319	-313.134	-312.998	-313.844	-311.864	-314.157	-313.647	-314.343	-311.995	-312.496	-312.053	-312.848	-311.876	-311.739	-311.049	-311.979	-310.728	-310.494	-311.015	-310.744	-310.157	-309.513	-309.261	-310.257	-309.155	-308.641	-308.342	-308.742	-308.953	-308.967	-308.125	-306.646	-306.520	-306.867	-306.772	-307.186	-307.756	-307.353	-307.687	-306.599	-305.863	-304.643	-305.667	-306.384	-305.212	-306.374	-305.746	-305.583	-305.938	-304.991	-304.851	-304.457	-305.261	-305.764	-304.766	-304.101	-305.483	-304.609	-303.436	-303.438	-304.435	-302.806	-302.756	-303.233	-303.009	-303.253	-302.513	-302.410	-302.187	-302.500	-302.088	-301.756	-301.630	-302.041	-301.896	-300.988	-301.927	-300.298	-300.366	-300.564	-298.589	-299.712	-300.078	-300.267	-299.642	-299.316	-299.150	-298.544	-298.875	-298.273	-298.387	-298.026	-297.887	-297.279	-298.172	-297.413	-298.972	-296.539	-296.429	-296.012	-296.410	-295.171	-296.193	-295.585	-296.271	-296.799	-295.077	-294.441	-295.021	-294.656	-294.442	-293.593	-293.462	-293.156	-291.400	-291.780	-292.416	-292.577	-292.596	-292.325	-293.536	-291.386	-290.597	-292.577	-291.503	-290.880	-290.964	-290.910	-290.226	-290.707	-289.974	-290.047	-290.108	-290.764	-289.990	-289.188	-289.391	-289.160	-289.583	-288.247	-287.814	-287.857	-288.261	-287.299	-287.687	-288.121	-287.348	-288.394	-288.392	-287.362	-286.637	-286.401	-286.481	-287.027	-286.653	-286.120	-285.899	-286.403	-286.134	-285.759	-286.514	-286.018	-285.841	-285.696	-285.663	-285.618	-285.282	-285.653	-286.038	-285.644	-285.450	-284.949	-284.587	-285.017
-337.409	-335.793	-336.949	-337.294	-336.162	-336.464	-335.681	-335.663	-335.315	-335.354	-335.681	-335.091	-333.669	-335.010	-334.076	-333.023	-333.879	-333.406	-333.805	-333.181	-333.131	-334.713	-333.716	-334.379	-332.874	-333.867	-334.248	-332.196	-330.849	-331.122	-329.955	-330.354	-330.310	-330.199	-331.720	-330.377	-329.550	-330.007	-328.930	-329.324	-329.286	-328.563	-327.866	-329.831	-327.945	-326.630	-327.396	-328.274	-326.767	-326.510	-326.118	-325.946	-324.935	-325.147	-324.323	-324.514	-324.873	-324.813	-325.308	-324.332	-323.034	-323.614	-323.459	-323.788	-322.578	-322.479	-321.996	-322.386	-322.838	-321.450	-320.708	-320.823	-320.764	-320.377	-319.802	-320.614	-320.116	-319.783	-317.703	-317.546	-317.809	-318.646	-318.350	-316.817	-318.669	-319.040	-317.602	-316.622	-316.800	-316.188	-318.290	-318.025	-318.856	-316.352	-315.874	-316.510	-315.277	-314.276	-314.635	-316.109	-315.196	-314.204	-313.752	-313.436	-312.432	-314.251	-312.526	-313.743	-313.422	-312.387	-311.893	-312.081	-310.482	-311.693	-310.047	-311.941	-311.416	-310.294	-309.762	-310.202	-309.257	-309.924	-309.235	-308.369	-308.862	-309.483	-308.244	-309.794	-308.289	-307.789	-308.025	-307.123	-308.354	-307.271	-307.309	-305.864	-307.009	-306.855	-306.605	-306.581	-306.599	-306.746	-306.685	-306.417	-305.649	-305.475	-306.586	-305.234	-305.429	-304.957	-305.209	-305.876	-305.629	-305.134	-305.253	-305.617	-303.945	-304.187	-304.223	-303.111	-302.944	-304.575	-304.119	-304.134	-302.981	-302.942	-302.157	-302.223	-301.835	-301.818	-302.414	-301.200	-302.371	-301.969	-301.433	-301.426	-300.617	-301.379	-300.613	-300.710	-300.056	-300.309	-300.507	-299.124	-298.966	-298.444	-299.583	-298.787	-298.781	-297.356	-297.886	-298.140	-298.342	-297.012	-296.786	-295.702	-298.945	-297.404	-296.850	-296.821	-296.788	-295.824	-295.121	-295.103	-294.972	-294.587	-293.386	-294.207	-293.825	-293.311	-293.859	-293.617	-293.379	-293.206	-293.057	-293.098	-292.430	-292.193	-295.317	-292.599	-291.128	-292.125	-292.409	-291.997	-293.313	-293.261	-291.753	-291.698	-290.604	-291.048	-289.968	-292.289	-289.794	-288.738	-290.031	-291.015	-288.270	-288.163	-288.451	-287.982	-287.885	-288.778	-288.998	-287.856	-288.064	-287.936	-287.535	-286.766	-288.239	-286.876	-287.678	-287.020	-286.938	-285.967	-286.728	-287.653	-286.933	-285.921	-286.067	-285.362	-286.386	-286.064	-285.670	-286.114	-286.399	-285.585	-285.652	-285.849	-285.752	-285.002
-337.049	-337.483	-337.442	-337.731	-337.105	-336.095	-336.055	-336.552	-334.140	-337.064	-337.721	-335.250	-334.535	-334.298	-336.190	-335.323	-335.378	-333.775	-336.006	-333.466	-334.226	-334.026	-334.265	-334.026	-333.695	-334.038	-333.510	-332.263	-332.409	-331.963	-331.491	-331.955	-331.813	-332.786	-332.495	-329.976	-329.896	-331.134	-331.155	-329.175	-329.884	-329.874	-329.951	-327.728	-328.335	-328.148	-329.008	-327.450	-326.929	-326.823	-326.665	-326.659	-326.533	-326.284	-325.227	-324.011	-325.123	-325.378	-324.902	-323.597	-323.698	-323.521	-323.686	-322.495	-323.403	-323.318	-323.388	-322.573	-322.458	-323.211	-322.376	-321.657	-321.658	-321.007	-321.876	-321.063	-320.968	-320.799	-320.415	-320.201	-319.604	-318.837	-319.063	-319.041	-318.225	-318.696	-317.892	-317.550	-319.328	-317.926	-317.733	-317.114	-316.605	-316.530	-316.996	-316.157	-315.336	-315.284	-314.967	-316.194	-316.072	-314.231	-314.614	-313.491	-313.838	-316.407	-312.807	-313.606	-313.652	-313.926	-314.208	-312.501	-312.110	-312.107	-312.960	-312.572	-312.122	-310.676	-311.552	-313.026	-309.998	-309.924	-309.621	-309.282	-310.647	-309.629	-308.841	-309.852	-308.877	-308.362	-307.375	-308.953	-307.882	-306.261	-307.533	-307.943	-307.737	-306.780	-306.653	-307.369	-307.266	-306.811	-307.182	-306.484	-306.956	-306.142	-306.328	-304.764	-305.764	-305.804	-305.804	-307.165	-306.038	-305.116	-305.163	-304.358	-304.969	-304.479	-305.143	-303.897	-303.844	-304.154	-306.964	-303.178	-303.569	-304.971	-303.207	-304.324	-303.182	-303.034	-302.192	-302.438	-302.337	-302.621	-302.166	-301.536	-302.134	-301.597	-300.086	-300.927	-300.587	-300.279	-299.371	-299.714	-299.541	-299.211	-299.957	-299.522	-298.660	-298.019	-298.197	-298.313	-298.412	-298.841	-298.515	-297.115	-296.283	-296.475	-295.226	-297.509	-296.877	-295.786	-296.490	-294.954	-294.668	-293.499	-294.689	-294.374	-294.981	-294.282	-294.404	-294.618	-294.005	-293.001	-294.647	-294.362	-291.783	-292.237	-292.392	-292.887	-292.427	-289.889	-293.330	-292.334	-292.144	-292.020	-292.545	-291.669	-291.962	-291.788	-290.549	-290.801	-290.519	-291.791	-290.468	-289.621	-289.361	-289.254	-289.129	-289.064	-288.563	-288.396	-287.764	-288.415	-288.217	-286.720	-288.346	-287.136	-288.138	-288.938	-288.178	-287.705	-287.329	-287.017	-286.450	-286.657	-286.946	-286.555	-286.724	-286.834	-286.030	-286.714	-286.532	-286.071	-285.282	-287.965	-287.620	-287.516	-287.145	-286.913
-336.585	-337.114	-338.070	-337.435	-338.529	-336.655	-336.196	-336.365	-336.374	-337.020	-337.603	-336.440	-336.570	-335.858	-336.057	-335.367	-335.398	-335.203	-334.728	-335.265	-334.054	-334.943	-334.084	-334.331	-334.966	-335.321	-334.623	-334.437	-332.786	-332.679	-332.255	-332.672	-331.807	-332.581	-332.710	-331.315	-331.433	-331.627	-330.799	-329.268	-330.688	-330.051	-329.446	-329.847	-329.775	-327.922	-328.259	-328.271	-328.817	-326.697	-327.406	-327.288	-326.398	-327.254	-326.153	-326.611	-325.939	-324.348	-324.931	-323.642	-324.661	-324.174	-322.946	-324.787	-324.251	-323.372	-324.165	-323.469	-324.412	-322.791	-322.827	-322.551	-322.199	-322.621	-321.124	-320.425	-320.905	-321.190	-319.547	-321.843	-322.034	-319.771	-321.210	-319.303	-317.746	-317.617	-318.161	-318.484	-318.096	-318.334	-317.481	-318.064	-317.660	-317.013	-316.985	-316.540	-316.476	-315.989	-316.770	-316.471	-315.730	-315.022	-317.613	-315.133	-314.990	-314.872	-314.817	-314.419	-313.962	-313.713	-314.366	-314.363	-313.265	-312.954	-312.821	-312.098	-312.610	-312.382	-313.048	-310.182	-311.801	-311.385	-310.009	-310.142	-310.234	-311.389	-311.115	-310.698	-310.919	-309.734	-309.353	-309.854	-309.847	-308.544	-308.319	-309.163	-308.251	-309.316	-308.724	-307.849	-307.709	-307.430	-307.953	-306.720	-306.968	-307.358	-307.118	-307.171	-306.515	-305.997	-306.437	-306.783	-306.215	-305.897	-306.196	-306.326	-307.481	-305.375	-305.186	-305.335	-304.816	-304.528	-305.326	-304.921	-305.269	-303.694	-304.178	-304.103	-304.262	-303.188	-303.063	-302.744	-302.072	-302.109	-302.738	-301.973	-301.036	-301.331	-301.818	-301.813	-301.260	-301.176	-301.342	-300.482	-300.450	-300.398	-300.816	-300.776	-299.884	-298.985	-299.466	-298.967	-299.162	-300.281	-299.264	-298.217	-299.543	-298.949	-297.405	-297.761	-297.031	-296.433	-297.511	-296.096	-295.949	-295.251	-295.199	-294.642	-294.430	-294.498	-294.918	-294.541	-294.311	-294.509	-294.260	-294.462	-293.303	-288.821	-293.238	-293.183	-292.823	-292.417	-294.352	-292.514	-291.527	-292.092	-292.062	-291.566	-290.232	-292.310	-291.493	-289.958	-290.267	-290.663	-290.463	-290.258	-290.421	-290.016	-290.044	-291.772	-290.060	-289.644	-288.896	-288.645	-287.812	-287.719	-288.558	-286.869	-288.023	-288.464	-287.073	-287.791	-287.744	-287.486	-285.880	-287.386	-288.002	-286.492	-288.143	-287.558	-286.828	-286.601	-286.026	-287.323	-286.564	-286.808	-286.511	-286.324	-289.773	-287.874
-339.188	-338.491	-338.628	-338.598	-338.279	-338.068	-338.101	-337.589	-338.542	-338.435	-340.094	-338.106	-338.938	-337.460	-337.532	-336.016	-336.779	-336.881	-337.878	-337.134	-336.953	-334.858	-335.573	-335.076	-334.164	-335.065	-333.970	-335.187	-334.993	-334.057	-334.105	-332.522	-332.510	-333.180	-332.979	-332.353	-331.464	-332.441	-332.042	-330.256	-330.265	-330.939	-330.111	-328.881	-329.491	-329.184	-328.334	-329.124	-328.853	-328.089	-328.488	-328.328	-328.853	-326.795	-326.823	-327.365	-327.005	-328.100	-326.251	-325.982	-325.850	-325.681	-325.641	-325.390	-325.247	-324.854	-324.270	-322.462	-323.365	-323.150	-323.330	-323.046	-322.913	-322.717	-321.401	-322.092	-321.175	-321.656	-321.252	-321.466	-320.926	-320.777	-320.838	-320.617	-320.515	-320.575	-319.303	-319.678	-319.181	-319.632	-319.089	-318.667	-317.887	-317.336	-317.228	-314.960	-317.149	-317.131	-316.647	-316.767	-317.161	-315.053	-316.408	-315.733	-314.734	-315.075	-315.189	-314.595	-314.138	-313.850	-312.917	-313.308	-313.474	-314.089	-313.332	-312.764	-312.543	-312.405	-311.804	-312.239	-311.935	-310.614	-311.337	-311.131	-311.682	-310.444	-310.232	-310.143	-310.710	-310.864	-310.023	-309.533	-309.547	-309.020	-309.122	-310.148	-309.072	-309.272	-309.172	-308.069	-308.128	-308.744	-308.041	-306.987	-307.183	-307.534	-307.844	-307.883	-306.813	-306.065	-307.052	-307.536	-306.208	-307.496	-306.419	-306.493	-306.032	-306.040	-305.428	-306.351	-305.455	-305.910	-306.099	-307.637	-307.398	-305.030	-306.255	-303.501	-304.734	-303.620	-303.640	-303.197	-303.975	-302.158	-303.101	-302.213	-303.177	-303.922	-301.198	-302.401	-302.146	-301.260	-301.367	-301.098	-301.209	-300.369	-299.781	-301.090	-302.351	-300.503	-300.608	-298.783	-299.138	-299.119	-300.047	-299.477	-299.617	-298.687	-297.880	-297.578	-297.363	-297.131	-296.535	-296.693	-296.743	-295.558	-295.681	-295.258	-295.998	-295.603	-295.100	-294.875	-294.287	-294.166	-293.968	-293.597	-294.412	-293.553	-293.495	-293.476	-293.379	-292.693	-293.013	-292.906	-291.586	-292.240	-292.062	-292.259	-291.575	-292.163	-291.205	-290.930	-291.051	-290.758	-290.751	-290.725	-291.368	-290.716	-290.426	-289.854	-290.289	-290.379	-289.840	-289.212	-288.921	-289.344	-288.431	-287.601	-288.206	-289.262	-288.606	-288.424	-288.570	-287.599	-287.548	-287.938	-288.199	-288.362	-287.659	-287.766	-286.932	-286.557	-286.994	-287.201	-287.083	-287.123	-286.742	-288.114	-287.166	-286.680
-339.718	-339.241	-338.620	-338.253	-339.155	-339.354	-339.826	-338.844	-340.456	-338.648	-339.073	-337.541	-339.330	-338.229	-337.394	-337.121	-337.546	-338.804	-340.195	-336.745	-337.062	-336.494	-336.951	-334.315	-335.261	-337.504	-335.863	-335.527	-335.867	-334.143	-334.727	-333.926	-333.948	-332.915	-332.465	-334.823	-332.288	-332.844	-332.625	-332.347	-332.241	-330.434	-330.613	-331.828	-330.034	-330.107	-330.397	-329.589	-330.330	-329.051	-328.822	-328.502	-329.791	-329.733	-327.280	-328.555	-328.384	-326.625	-326.251	-326.895	-326.666	-325.979	-326.154	-325.106	-325.890	-324.825	-325.084	-324.856	-324.595	-324.780	-323.637	-323.640	-323.469	-322.058	-323.584	-322.823	-322.497	-324.446	-322.500	-322.485	-322.365	-321.311	-321.108	-321.203	-320.982	-320.755	-320.082	-320.983	-319.136	-319.891	-320.185	-319.546	-318.773	-316.250	-318.350	-318.169	-317.626	-317.989	-318.004	-318.246	-317.190	-316.702	-316.561	-315.862	-315.601	-315.712	-316.514	-315.346	-314.472	-315.538	-315.357	-314.991	-314.757	-312.911	-313.658	-313.426	-315.173	-313.801	-313.139	-313.060	-312.373	-313.105	-313.502	-309.901	-311.630	-310.350	-311.427	-311.270	-312.420	-310.756	-310.456	-310.966	-311.658	-309.755	-309.973	-310.674	-310.330	-309.321	-309.139	-308.807	-308.885	-308.719	-308.644	-310.304	-308.239	-309.285	-309.118	-307.765	-311.107	-308.840	-306.577	-303.577	-307.108	-307.938	-307.679	-307.501	-306.741	-306.601	-306.277	-305.828	-306.008	-306.097	-306.021	-304.559	-306.562	-306.650	-306.071	-305.512	-306.336	-304.685	-304.334	-307.080	-305.161	-304.148	-303.655	-302.814	-304.273	-303.828	-302.718	-302.056	-302.505	-302.167	-301.695	-302.009	-301.594	-301.427	-301.084	-300.741	-301.009	-300.199	-301.213	-300.973	-299.362	-300.116	-299.432	-299.351	-299.261	-299.025	-299.010	-298.530	-298.361	-297.458	-297.616	-297.178	-296.693	-296.770	-295.597	-296.747	-295.179	-295.689	-295.868	-295.298	-295.042	-295.141	-294.450	-295.108	-294.650	-293.827	-294.093	-294.272	-294.343	-293.813	-291.679	-293.269	-292.809	-292.518	-292.607	-291.823	-292.173	-292.742	-291.780	-291.237	-291.738	-291.505	-290.986	-291.805	-291.716	-290.029	-290.644	-290.855	-290.714	-290.284	-290.016	-289.971	-288.682	-289.282	-289.250	-288.416	-288.457	-287.749	-289.234	-288.768	-288.389	-287.748	-287.874	-288.614	-288.450	-288.351	-287.502	-289.074	-287.653	-287.852	-288.019	-287.955	-287.609	-285.761	-287.222	-287.791	-288.168	-287.170
-340.391	-340.363	-340.911	-340.627	-340.207	-341.034	-340.898	-340.129	-339.424	-339.347	-340.893	-339.387	-338.529	-338.538	-338.297	-338.739	-338.255	-340.871	-341.204	-340.278	-336.647	-337.062	-336.983	-338.531	-336.506	-336.671	-336.553	-335.939	-336.329	-335.533	-333.742	-334.595	-333.459	-334.092	-333.607	-333.964	-334.009	-334.073	-332.660	-331.915	-331.759	-331.266	-331.059	-330.501	-331.026	-330.857	-330.402	-329.332	-331.360	-330.025	-329.534	-328.967	-328.870	-328.948	-328.434	-328.809	-328.036	-328.650	-328.595	-327.066	-328.157	-326.999	-325.557	-325.651	-326.291	-325.569	-325.818	-325.916	-325.013	-325.275	-325.293	-324.572	-322.912	-323.798	-323.729	-322.944	-323.486	-323.917	-324.164	-322.979	-322.801	-321.526	-321.482	-322.739	-321.369	-320.966	-320.805	-320.256	-320.679	-320.512	-319.965	-318.485	-319.512	-320.880	-318.298	-318.658	-318.531	-318.023	-317.652	-317.784	-317.551	-316.677	-317.013	-316.950	-316.463	-317.117	-316.251	-315.730	-315.642	-315.712	-315.446	-315.101	-314.861	-314.426	-314.713	-314.253	-314.468	-314.277	-313.413	-313.340	-313.017	-312.812	-313.222	-312.539	-312.353	-312.700	-313.183	-312.423	-310.270	-311.603	-311.408	-310.778	-310.464	-310.062	-311.453	-311.122	-310.889	-310.594	-310.334	-309.562	-309.723	-309.530	-309.217	-309.218	-308.923	-309.864	-309.008	-308.632	-309.575	-309.084	-309.482	-309.575	-309.983	-307.954	-308.024	-308.493	-307.134	-306.682	-307.418	-306.416	-306.639	-306.187	-306.088	-306.146	-307.276	-306.522	-306.233	-306.088	-306.285	-305.030	-304.833	-304.743	-304.446	-304.477	-304.423	-303.910	-303.949	-304.132	-303.795	-303.264	-303.984	-301.926	-301.922	-301.251	-302.234	-301.440	-301.332	-301.573	-301.345	-301.206	-300.830	-301.416	-300.854	-299.908	-299.937	-301.137	-299.924	-299.624	-298.989	-300.034	-298.554	-298.927	-298.539	-297.146	-297.015	-297.447	-297.395	-296.954	-296.434	-296.399	-295.887	-294.570	-295.813	-295.618	-295.400	-295.465	-294.544	-294.270	-295.436	-294.586	-294.537	-294.322	-294.068	-293.478	-293.346	-294.022	-293.545	-292.454	-292.855	-292.984	-292.789	-291.736	-292.636	-292.551	-291.845	-290.550	-293.314	-289.703	-291.037	-291.209	-290.844	-291.047	-290.100	-292.633	-290.854	-290.329	-289.364	-289.737	-289.119	-288.942	-289.442	-288.994	-288.690	-288.232	-288.574	-289.126	-289.821	-289.230	-290.077	-288.917	-288.272	-288.153	-287.030	-287.251	-287.937	-286.903	-288.215	-288.706	-289.051	-287.703
